System,Architecture,Password,Antivirus,Browsers,3rd Party Applications,Number of Users,Firewall,Security Patch,Peer to Peer Network,Total Security Rating
0.9,0.8,0.0,1.0,1.0,0.05,0.4,0.2,1.0,0.0,0.45677
0.9,0.0,1.0,0.0,0.6,0.2,0.0,1.0,0.0,0.0,0.4564100000000001
0.9,1.0,1.0,0.3,0.6,0.2,0.3,0.0,0.1,0.4,0.4798400000000001
0.9,0.0,0.0,1.0,0.3,0.6,0.2,1.0,0.0,1.0,0.5300900000000001
1.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.1,0.0,0.19005000000000002
0.9,0.8,1.0,1.0,0.6,0.0,0.0,0.2,0.1,1.0,0.5865
0.9,0.8,0.0,1.0,0.0,0.2,0.4,0.2,1.0,0.4,0.4499700000000001
1.0,0.0,0.2,0.3,0.8,1.0,0.3,0.0,0.0,1.0,0.46021999999999996
0.9,1.0,1.0,1.0,0.3,0.6,0.05,1.0,0.0,1.0,0.75818
1.0,0.8,0.2,0.3,0.8,1.0,0.3,0.0,0.0,1.0,0.5135
1.0,1.0,0.0,1.0,0.0,0.4,0.3,0.2,0.0,1.0,0.4567
0.9,1.0,0.2,1.0,0.8,0.2,0.05,0.2,0.1,0.4,0.44843
1.0,1.0,1.0,1.0,0.8,0.2,0.05,1.0,0.1,0.4,0.69818
1.0,0.0,1.0,1.0,0.6,0.0,0.2,0.2,0.1,0.4,0.48995000000000005
0.9,0.8,1.0,0.3,0.3,0.0,0.3,0.0,1.0,0.4,0.5096700000000001
1.0,0.8,0.2,1.0,0.8,0.6,0.4,0.2,0.1,1.0,0.5701700000000001
0.9,1.0,0.2,1.0,0.0,0.0,0.2,1.0,0.0,0.4,0.46985
0.9,0.8,1.0,1.0,0.8,0.6,0.4,1.0,0.0,0.4,0.73001
0.9,0.0,0.0,0.3,0.6,0.6,0.0,1.0,1.0,0.4,0.51327
1.0,1.0,0.2,1.0,0.8,0.2,0.3,1.0,0.1,1.0,0.63327
0.9,1.0,1.0,1.0,0.6,0.4,0.2,0.0,0.0,0.4,0.56337
0.9,1.0,0.2,1.0,0.6,0.4,0.8,0.2,0.1,1.0,0.5467800000000002
1.0,1.0,1.0,0.0,0.0,0.2,0.4,0.0,1.0,0.4,0.5129400000000001
1.0,1.0,1.0,0.0,1.0,1.0,0.05,1.0,0.0,1.0,0.7681699999999999
0.9,0.0,1.0,1.0,0.6,0.05,0.2,0.0,0.0,1.0,0.50995
1.0,1.0,0.2,0.0,0.6,0.05,0.0,0.0,0.0,0.4,0.28652
0.9,0.8,1.0,1.0,0.8,0.6,0.2,0.0,1.0,0.0,0.6500699999999999
0.9,0.8,1.0,0.3,0.3,0.0,0.2,0.2,0.1,1.0,0.503
0.9,0.8,1.0,1.0,0.8,0.0,0.8,0.0,0.1,0.4,0.54
1.0,1.0,0.0,0.3,0.6,0.2,0.05,1.0,0.1,1.0,0.50812
0.9,0.0,1.0,0.3,0.0,0.05,0.4,1.0,1.0,1.0,0.63951
0.9,1.0,1.0,0.0,0.8,0.05,0.0,0.2,0.0,1.0,0.5096700000000001
1.0,0.0,0.0,1.0,0.8,0.0,0.6,0.0,0.1,0.0,0.28357
1.0,0.0,0.2,1.0,0.8,0.6,0.4,0.2,0.1,0.4,0.4569500000000001
0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.21645000000000003
0.9,0.0,0.2,0.3,0.3,0.2,0.05,0.0,0.1,0.0,0.21169
1.0,0.8,1.0,0.3,0.0,0.05,0.3,0.0,0.1,0.4,0.41639
0.9,0.0,1.0,1.0,0.6,0.0,0.6,0.2,0.0,0.0,0.44337
0.9,0.8,1.0,0.0,0.8,0.4,1.0,1.0,1.0,1.0,0.78297
1.0,0.8,0.2,1.0,0.0,0.05,0.4,1.0,0.0,0.0,0.43992000000000003
1.0,1.0,0.0,1.0,1.0,0.05,0.6,0.2,0.1,1.0,0.49675
0.9,0.0,0.0,1.0,0.3,0.6,0.3,0.2,0.0,1.0,0.4268700000000001
1.0,1.0,0.0,0.0,0.6,1.0,0.6,0.2,0.1,0.0,0.39685000000000004
0.9,0.0,0.2,0.3,0.0,0.6,1.0,0.0,0.0,0.0,0.26682999999999996
0.9,0.8,0.2,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.33643
1.0,0.8,1.0,0.3,0.6,0.2,0.4,0.0,0.0,0.4,0.46986000000000006
0.9,0.0,0.2,1.0,0.8,0.0,0.05,0.0,1.0,1.0,0.47831999999999997
0.9,0.0,0.0,0.0,0.0,0.05,0.6,1.0,0.0,0.0,0.24983000000000005
0.9,0.0,0.2,0.3,0.0,0.4,0.3,1.0,1.0,0.4,0.48979
0.9,0.8,1.0,1.0,1.0,1.0,0.4,1.0,0.0,0.4,0.79681
1.0,0.8,0.2,1.0,0.6,1.0,0.8,1.0,0.1,0.4,0.6702300000000001
0.9,1.0,1.0,0.3,0.0,0.4,0.0,1.0,0.0,1.0,0.63961
0.9,0.8,0.2,0.3,0.8,1.0,0.0,1.0,1.0,0.0,0.62669
0.9,0.0,0.0,0.3,0.3,0.2,1.0,0.2,0.1,1.0,0.33666
1.0,0.8,0.2,1.0,0.8,0.0,0.8,0.0,0.1,0.0,0.37683
0.9,1.0,0.2,0.0,0.0,0.6,0.6,0.0,1.0,0.0,0.38991000000000003
1.0,0.0,1.0,1.0,1.0,0.2,0.0,0.2,0.1,0.4,0.53671
0.9,0.0,0.2,0.3,0.8,0.4,0.05,1.0,0.1,0.4,0.44497
1.0,1.0,0.0,1.0,0.6,0.6,1.0,0.2,0.0,1.0,0.54688
0.9,0.0,0.2,1.0,0.8,0.4,0.0,1.0,1.0,0.0,0.5633900000000001
0.9,0.0,0.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45691
0.9,0.0,1.0,1.0,1.0,1.0,0.4,0.0,0.0,1.0,0.67027
1.0,0.0,1.0,0.0,0.6,0.4,0.05,0.0,1.0,0.4,0.50145
1.0,0.8,1.0,1.0,0.6,0.4,0.8,1.0,1.0,1.0,0.8731200000000001
0.9,0.8,0.2,1.0,0.8,1.0,0.8,1.0,0.0,0.0,0.62365
0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,1.0,0.35005000000000003
0.9,0.0,1.0,1.0,0.3,0.0,0.3,0.2,1.0,0.4,0.55317
0.9,0.8,1.0,1.0,0.3,1.0,0.8,0.0,1.0,1.0,0.79005
0.9,0.0,1.0,1.0,0.6,0.2,0.4,1.0,1.0,0.0,0.6698700000000001
0.9,0.0,0.0,0.3,0.3,0.4,0.4,0.0,0.0,0.4,0.24677000000000002
0.9,0.0,1.0,1.0,0.3,0.4,0.8,1.0,1.0,0.0,0.68991
0.9,1.0,0.2,1.0,1.0,0.6,0.8,0.2,0.0,0.4,0.5302900000000002
0.9,0.0,1.0,1.0,1.0,0.05,0.2,0.2,1.0,0.4,0.60327
1.0,0.8,1.0,1.0,0.8,0.6,0.05,0.0,0.1,0.4,0.6051
0.9,0.0,0.0,0.0,0.8,0.0,0.4,0.2,0.1,1.0,0.29324000000000006
0.9,1.0,0.0,0.3,0.8,0.2,0.2,1.0,0.0,0.0,0.40661
0.9,0.8,0.2,0.3,0.8,0.2,0.2,0.2,1.0,0.0,0.4199300000000001
0.9,0.8,0.2,1.0,0.8,0.6,0.2,0.2,0.0,1.0,0.54351
0.9,0.0,1.0,0.0,0.6,1.0,1.0,0.2,1.0,0.4,0.62999
1.0,1.0,1.0,1.0,0.3,0.6,0.4,0.2,0.0,0.4,0.61336
1.0,1.0,0.2,1.0,0.8,0.4,0.05,0.0,0.0,0.0,0.4085500000000001
0.9,1.0,0.2,1.0,0.0,0.2,0.05,1.0,0.1,0.0,0.46159
0.9,0.0,0.0,1.0,0.8,0.0,0.6,1.0,0.0,1.0,0.49668999999999996
0.9,0.8,0.0,0.3,1.0,0.2,0.2,1.0,0.1,0.0,0.4166400000000001
0.9,0.8,0.0,1.0,0.0,0.4,0.3,0.0,0.0,1.0,0.40675
0.9,1.0,1.0,1.0,0.3,0.0,0.05,0.2,0.1,1.0,0.58145
1.0,1.0,0.2,0.0,0.8,0.2,0.4,0.0,1.0,0.4,0.43318
1.0,1.0,0.2,1.0,1.0,0.2,0.6,1.0,0.1,0.0,0.5567500000000001
0.9,0.0,1.0,0.3,0.6,0.05,1.0,0.2,0.0,1.0,0.49317
1.0,0.0,1.0,0.3,0.8,1.0,1.0,0.2,0.0,1.0,0.64344
0.9,0.8,0.2,0.3,0.6,0.0,0.3,1.0,0.0,0.0,0.38985000000000003
1.0,0.8,1.0,1.0,0.3,0.4,0.2,0.2,0.1,0.0,0.53667
0.9,0.8,1.0,1.0,0.8,0.2,1.0,0.2,0.1,1.0,0.6599800000000001
0.9,0.0,1.0,1.0,0.3,1.0,0.8,0.2,0.0,1.0,0.6635099999999999
1.0,0.0,0.2,0.3,0.0,0.0,1.0,1.0,0.0,0.0,0.32986000000000004
0.9,0.8,1.0,1.0,0.3,0.2,1.0,1.0,1.0,0.0,0.7231500000000001
0.9,1.0,1.0,0.0,0.0,0.4,0.05,0.2,0.1,0.4,0.45471000000000006
1.0,0.0,0.2,1.0,0.8,0.0,1.0,1.0,0.0,0.0,0.45343999999999995
0.9,0.8,0.2,1.0,0.3,0.6,0.4,1.0,0.1,0.0,0.53344
1.0,0.0,0.0,1.0,0.6,0.05,0.2,0.0,1.0,0.4,0.3934
0.9,0.0,0.0,0.3,0.8,0.05,0.4,1.0,1.0,0.0,0.42655000000000004
1.0,1.0,0.2,1.0,0.6,0.2,0.3,0.0,0.0,0.0,0.37682000000000004
0.9,0.0,0.2,0.3,0.0,0.0,0.0,1.0,1.0,1.0,0.48627000000000004
1.0,0.8,1.0,1.0,0.6,0.6,0.05,1.0,0.1,0.0,0.68498
0.9,0.8,1.0,1.0,0.8,0.6,1.0,0.2,1.0,0.0,0.70343
1.0,0.8,0.2,0.3,0.8,0.2,0.8,0.0,0.0,0.0,0.32342000000000004
1.0,1.0,1.0,1.0,0.0,0.4,0.6,0.2,0.1,1.0,0.6432100000000001
1.0,0.8,0.0,1.0,1.0,0.6,0.8,0.0,0.0,0.0,0.42706
1.0,1.0,1.0,0.3,0.3,0.6,0.2,0.0,1.0,0.0,0.5698399999999999
0.9,0.0,0.2,0.3,1.0,1.0,0.05,0.2,0.0,0.4,0.42194000000000004
1.0,1.0,1.0,0.0,0.6,0.2,0.3,0.2,0.1,0.0,0.44645
1.0,1.0,0.0,0.3,0.3,0.05,0.3,1.0,0.1,1.0,0.47639
0.9,0.0,0.2,1.0,1.0,0.05,1.0,1.0,0.1,1.0,0.57338
0.9,1.0,1.0,0.0,0.8,0.4,1.0,0.2,1.0,0.0,0.5898300000000001
0.9,1.0,0.0,1.0,0.8,0.4,0.8,0.2,0.1,1.0,0.5268400000000001
0.9,0.0,1.0,0.0,0.8,0.0,0.6,0.0,1.0,0.0,0.42979
1.0,1.0,1.0,0.0,0.0,0.05,0.05,1.0,0.1,0.0,0.48453999999999997
0.9,0.8,1.0,0.3,0.8,1.0,0.6,1.0,0.0,0.4,0.71999
0.9,0.0,1.0,0.0,0.0,0.6,0.8,1.0,1.0,0.4,0.63635
0.9,1.0,1.0,1.0,0.8,0.4,0.2,0.0,0.1,1.0,0.6466600000000001
0.9,1.0,0.2,0.0,0.6,0.4,0.4,0.2,0.0,0.4,0.36329000000000006
1.0,0.0,1.0,0.3,0.3,0.4,0.2,0.0,0.0,1.0,0.47652
0.9,1.0,0.2,1.0,1.0,0.2,0.0,0.0,1.0,0.4,0.52339
1.0,1.0,1.0,1.0,1.0,0.05,0.0,0.0,0.1,1.0,0.61657
1.0,1.0,1.0,0.0,0.3,0.05,0.8,0.0,1.0,0.4,0.5263
0.9,1.0,0.0,0.0,0.0,0.4,0.3,1.0,0.1,1.0,0.4630599999999999
0.9,0.0,0.0,0.3,0.3,0.6,0.6,1.0,1.0,0.4,0.51327
1.0,1.0,0.0,1.0,0.8,1.0,0.4,1.0,0.1,0.0,0.61029
0.9,0.0,0.2,1.0,0.0,0.2,0.8,0.2,1.0,0.0,0.40339
0.9,1.0,0.2,0.0,0.6,0.6,0.6,0.2,0.0,0.4,0.39669000000000004
1.0,1.0,1.0,0.3,0.6,0.4,0.6,1.0,1.0,0.0,0.7097199999999999
0.9,0.8,1.0,0.0,1.0,1.0,0.4,0.0,0.0,0.0,0.5234500000000001
1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,0.4,0.40342
0.9,0.8,0.2,0.0,0.3,0.6,0.2,0.0,0.0,1.0,0.38327000000000006
1.0,0.0,0.0,0.0,0.8,0.6,0.3,0.2,1.0,1.0,0.46996000000000004
0.9,1.0,0.2,0.3,0.3,1.0,0.2,1.0,0.0,0.4,0.5533500000000001
0.9,1.0,0.2,1.0,1.0,1.0,0.6,0.0,1.0,0.4,0.6503099999999999
0.9,0.8,0.2,0.0,0.8,0.4,1.0,0.2,0.1,0.0,0.3534
0.9,0.0,0.0,1.0,1.0,0.6,0.8,0.2,0.0,0.0,0.39043
1.0,1.0,0.2,1.0,0.3,0.05,0.8,0.0,0.1,0.0,0.36343
0.9,0.0,0.2,1.0,0.6,0.05,0.05,0.0,0.0,0.0,0.27183999999999997
0.9,0.8,0.2,1.0,0.0,0.05,0.2,0.0,1.0,1.0,0.48985
0.9,1.0,1.0,0.0,1.0,0.0,0.2,1.0,1.0,1.0,0.72949
0.9,0.0,0.2,1.0,0.3,0.2,0.3,1.0,0.0,0.0,0.41339
0.9,0.0,0.0,1.0,0.0,0.2,0.3,1.0,0.1,1.0,0.46993999999999997
1.0,0.0,0.2,1.0,0.0,1.0,0.4,0.0,0.0,0.4,0.4203200000000001
0.9,1.0,0.2,1.0,0.0,0.2,0.0,0.2,0.0,1.0,0.44327000000000005
0.9,0.8,1.0,0.3,0.0,0.6,0.8,1.0,0.0,0.0,0.5798300000000001
1.0,1.0,1.0,0.3,1.0,0.05,0.8,1.0,0.1,0.4,0.64641
1.0,1.0,1.0,0.3,0.8,0.05,0.2,0.2,0.0,0.4,0.49646000000000007
0.9,0.8,1.0,1.0,0.8,0.2,0.05,1.0,1.0,1.0,0.8247199999999999
1.0,0.0,0.2,1.0,0.8,0.0,0.6,1.0,0.0,0.0,0.44008
1.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.4,0.2333
1.0,0.0,0.2,1.0,1.0,0.6,0.6,0.0,1.0,0.0,0.5003
0.9,0.0,0.2,1.0,0.8,0.4,0.0,1.0,0.0,0.0,0.46349
0.9,0.0,0.0,1.0,0.8,0.05,0.4,0.0,0.1,0.4,0.31354
0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.26317
0.9,1.0,0.0,0.0,0.0,0.05,0.3,0.0,0.0,1.0,0.27311
0.9,0.8,0.2,1.0,0.6,0.4,0.0,0.0,0.0,1.0,0.47011000000000003
0.9,0.0,0.2,0.0,0.8,0.4,0.0,0.2,1.0,0.4,0.39659000000000005
1.0,0.8,0.2,1.0,0.8,0.0,0.0,1.0,0.1,0.0,0.48331
0.9,1.0,0.0,0.3,0.6,0.0,0.05,0.2,0.1,0.4,0.30491
1.0,0.8,1.0,0.3,0.8,1.0,0.2,0.0,1.0,1.0,0.74326
1.0,0.8,0.0,0.3,0.0,0.6,0.4,1.0,0.0,0.0,0.40996
0.9,1.0,1.0,0.0,0.0,0.2,1.0,0.0,0.0,0.4,0.42309
0.9,0.8,0.0,0.0,0.3,0.6,0.05,0.0,0.1,1.0,0.35495
0.9,0.0,0.2,0.0,0.3,0.2,0.3,0.2,0.1,0.0,0.21661999999999998
0.9,0.0,0.2,1.0,0.3,0.05,0.3,0.0,0.1,0.4,0.31009999999999993
0.9,1.0,0.2,1.0,0.6,0.2,0.6,0.2,0.0,1.0,0.5033900000000001
1.0,0.8,0.2,1.0,0.8,0.05,0.05,0.0,0.1,1.0,0.45836000000000005
0.9,1.0,1.0,0.3,0.0,0.05,0.0,1.0,1.0,0.4,0.63281
0.9,0.8,1.0,1.0,0.0,0.0,0.8,0.2,1.0,0.0,0.56315
1.0,0.8,0.0,0.0,0.8,0.2,0.6,1.0,0.1,1.0,0.4964700000000001
1.0,0.8,1.0,0.0,0.3,0.4,0.0,0.2,0.1,0.4,0.46975000000000006
0.9,0.0,0.2,1.0,0.0,0.4,0.0,0.0,1.0,1.0,0.47664999999999996
0.9,0.0,0.2,0.3,0.0,0.0,0.3,1.0,0.0,0.4,0.33645
1.0,1.0,1.0,1.0,0.3,0.4,0.8,0.2,1.0,0.0,0.65994
1.0,0.8,1.0,0.3,1.0,0.6,1.0,1.0,1.0,0.4,0.8031600000000001
0.9,1.0,0.0,0.3,1.0,0.05,0.2,0.0,0.0,0.0,0.26673
1.0,0.8,0.2,1.0,1.0,0.6,0.2,0.2,0.1,0.0,0.47695
1.0,0.8,1.0,0.0,1.0,0.0,0.05,0.0,0.1,0.4,0.43810000000000004
1.0,1.0,0.0,0.0,0.3,0.6,0.8,1.0,0.1,0.4,0.47657
1.0,0.8,1.0,1.0,0.6,0.05,0.0,0.0,0.0,0.0,0.46664000000000005
1.0,0.8,0.2,0.3,0.6,1.0,0.6,0.2,0.0,0.0,0.43689999999999996
0.9,0.0,0.0,0.0,1.0,0.05,0.3,1.0,1.0,0.4,0.44647000000000003
0.9,1.0,0.2,1.0,0.8,0.6,0.6,0.0,0.1,0.0,0.45364000000000004
0.9,0.8,0.0,1.0,1.0,0.2,0.3,1.0,0.0,0.0,0.48013000000000006
0.9,1.0,0.0,1.0,0.6,0.4,1.0,0.2,0.1,1.0,0.52016
0.9,1.0,1.0,0.3,1.0,0.4,0.6,0.0,1.0,0.0,0.59325
1.0,0.8,0.0,1.0,0.8,0.6,0.8,1.0,0.1,0.4,0.5968500000000001
0.9,0.8,0.0,0.0,0.8,0.05,0.2,0.2,0.1,0.0,0.24662000000000006
0.9,0.8,0.0,1.0,0.0,1.0,0.8,0.0,1.0,1.0,0.6035100000000001
1.0,1.0,0.0,1.0,0.8,1.0,0.2,0.2,1.0,0.4,0.62692
0.9,0.0,0.2,1.0,0.6,0.0,1.0,0.2,0.1,1.0,0.43342
0.9,1.0,1.0,0.0,0.6,0.2,0.3,1.0,0.0,1.0,0.63293
0.9,1.0,0.0,0.3,0.0,0.0,0.05,0.0,0.1,1.0,0.29813
0.9,1.0,0.0,1.0,0.8,0.2,1.0,1.0,1.0,0.4,0.64333
0.9,1.0,0.2,0.3,0.6,0.2,0.0,1.0,1.0,1.0,0.61967
1.0,0.0,0.2,1.0,0.3,0.05,0.3,1.0,1.0,1.0,0.60314
0.9,0.8,0.2,1.0,0.0,0.2,0.0,0.2,0.1,0.0,0.34004
1.0,0.0,0.0,1.0,1.0,1.0,0.8,0.2,1.0,0.0,0.5537599999999999
1.0,1.0,1.0,1.0,0.6,0.0,0.2,0.0,0.1,0.4,0.52991
0.9,0.8,0.0,1.0,0.0,1.0,0.8,0.2,0.1,0.4,0.48030000000000006
0.9,0.8,0.0,0.0,0.0,0.4,0.3,1.0,0.1,1.0,0.4497400000000001
1.0,1.0,0.0,0.3,0.6,0.05,1.0,0.0,0.0,0.4,0.31667999999999996
0.9,0.8,0.0,1.0,0.8,0.05,0.6,0.2,0.0,0.4,0.39015
0.9,1.0,0.2,1.0,1.0,0.0,0.05,0.2,0.1,0.0,0.39511
0.9,0.8,1.0,1.0,0.0,1.0,0.4,1.0,1.0,1.0,0.88985
0.9,0.0,0.0,1.0,0.3,0.2,0.6,0.0,0.0,1.0,0.35681
0.9,0.0,1.0,0.0,0.8,1.0,0.6,1.0,1.0,0.0,0.6965899999999999
1.0,0.8,0.0,1.0,0.3,0.0,0.05,1.0,0.0,0.0,0.40828999999999993
0.9,0.8,0.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.66991
0.9,0.0,0.2,0.3,0.8,0.0,0.6,0.2,1.0,0.4,0.39325
0.9,0.0,0.2,0.3,0.3,1.0,0.05,0.0,0.0,1.0,0.40847999999999995
0.9,0.8,0.0,0.0,0.0,1.0,0.0,0.2,0.1,0.4,0.35338
0.9,1.0,0.2,1.0,1.0,0.4,0.4,0.0,1.0,0.4,0.56347
0.9,0.8,0.0,0.0,0.0,0.2,0.8,1.0,0.0,1.0,0.42973
0.9,0.0,1.0,1.0,0.8,1.0,0.3,0.2,0.0,0.4,0.6202700000000001
0.9,1.0,0.2,0.3,1.0,0.2,0.0,1.0,0.0,0.4,0.4865500000000001
0.9,1.0,1.0,1.0,0.6,0.0,0.2,0.0,1.0,1.0,0.66977
0.9,0.0,1.0,0.0,1.0,0.0,0.2,0.2,1.0,0.4,0.49639000000000005
0.9,0.8,0.2,1.0,0.8,0.2,0.8,0.0,1.0,1.0,0.58337
0.9,1.0,1.0,0.0,0.8,0.2,0.6,0.2,1.0,1.0,0.64965
0.9,0.8,0.2,1.0,0.6,0.0,0.2,1.0,0.0,1.0,0.55655
1.0,1.0,0.0,1.0,0.6,0.6,0.4,0.0,0.1,0.0,0.41029
1.0,0.8,1.0,1.0,0.3,0.05,0.4,1.0,0.0,1.0,0.69306
1.0,0.8,1.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.33635000000000004
1.0,1.0,0.0,0.3,0.8,0.05,0.6,1.0,1.0,1.0,0.60972
1.0,1.0,1.0,1.0,0.6,0.6,0.3,0.0,1.0,1.0,0.76326
0.9,0.8,0.0,1.0,0.8,0.4,0.4,0.0,0.1,0.4,0.41358000000000006
0.9,1.0,0.0,1.0,0.8,0.0,0.3,1.0,0.0,1.0,0.55327
0.9,0.8,0.2,1.0,0.3,0.2,0.0,1.0,0.1,0.4,0.5066
0.9,0.8,1.0,0.0,0.3,0.6,0.8,0.2,1.0,0.4,0.60311
1.0,1.0,0.2,1.0,0.8,1.0,0.3,1.0,0.0,0.0,0.63026
0.9,0.8,0.0,0.3,0.6,0.0,0.2,0.2,0.0,1.0,0.34655
0.9,1.0,0.0,1.0,0.6,0.2,0.4,1.0,0.0,0.0,0.47007000000000004
0.9,1.0,1.0,0.3,0.3,1.0,0.6,0.0,0.0,0.4,0.56671
0.9,0.8,0.2,0.0,0.0,0.4,0.2,0.2,1.0,0.0,0.36315000000000003
0.9,0.0,0.2,1.0,0.8,0.2,0.3,0.0,0.1,1.0,0.42347999999999997
0.9,0.8,0.2,1.0,0.8,0.2,0.3,1.0,0.1,0.0,0.51006
0.9,0.8,1.0,0.0,0.8,0.05,0.8,0.2,1.0,0.0,0.52307
0.9,0.8,0.0,0.0,1.0,0.6,0.0,1.0,0.1,0.4,0.47330000000000005
0.9,0.8,0.2,1.0,0.8,0.6,0.6,0.0,0.1,0.0,0.44032
0.9,1.0,0.2,0.0,0.8,1.0,0.0,0.2,0.0,0.0,0.40349
1.0,1.0,0.2,1.0,0.3,0.6,0.8,0.2,0.1,0.4,0.50351
1.0,1.0,1.0,0.0,0.6,0.05,0.0,0.2,0.1,0.4,0.45635000000000003
1.0,0.0,0.2,1.0,1.0,0.6,0.0,0.2,0.1,0.4,0.4569500000000001
1.0,0.8,1.0,0.3,0.8,0.05,0.2,0.2,0.1,0.4,0.49313
0.9,0.8,0.2,1.0,0.8,1.0,0.2,0.0,0.1,1.0,0.5803
1.0,0.8,1.0,0.0,0.0,0.2,1.0,1.0,0.1,0.0,0.5229900000000001
0.9,1.0,1.0,1.0,1.0,1.0,0.3,0.0,0.0,0.0,0.6336299999999999
0.9,0.8,0.0,1.0,0.8,0.2,0.3,0.0,0.0,1.0,0.43346999999999997
1.0,1.0,0.2,0.0,0.8,0.2,0.6,0.2,0.1,0.0,0.33663
1.0,1.0,0.0,0.0,0.8,0.2,0.2,1.0,1.0,0.4,0.5264
0.9,0.0,1.0,1.0,0.8,1.0,0.3,0.2,0.0,1.0,0.6802100000000001
0.9,0.0,0.0,1.0,0.6,0.4,0.2,1.0,1.0,0.0,0.5234099999999999
0.9,0.8,1.0,1.0,1.0,0.05,1.0,0.0,1.0,1.0,0.71657
0.9,1.0,0.0,1.0,0.3,0.05,0.0,0.0,0.0,0.4,0.32338999999999996
0.9,0.0,0.0,1.0,0.0,0.0,0.4,1.0,0.1,0.4,0.38662
0.9,0.0,0.0,0.3,0.8,0.4,1.0,0.0,1.0,0.4,0.40011
0.9,1.0,0.2,1.0,0.3,0.6,0.4,0.0,1.0,0.0,0.50347
0.9,1.0,1.0,1.0,0.8,1.0,1.0,0.2,0.0,0.0,0.67029
0.9,0.0,1.0,1.0,0.3,0.05,0.05,0.0,1.0,0.4,0.5248600000000001
0.9,0.8,0.0,1.0,1.0,0.05,0.4,0.2,0.0,0.0,0.35687
0.9,0.0,1.0,0.0,0.8,0.6,0.0,0.2,1.0,1.0,0.61645
1.0,1.0,0.0,1.0,0.3,0.2,0.4,0.2,0.0,0.4,0.39342
1.0,0.8,1.0,1.0,1.0,0.2,0.0,0.2,0.0,0.0,0.5400400000000001
0.9,1.0,0.0,0.3,0.0,0.4,0.6,1.0,0.0,0.0,0.39325
0.9,1.0,0.2,0.3,0.6,0.6,0.3,0.2,0.1,0.0,0.38676000000000005
0.9,1.0,1.0,1.0,0.3,0.4,0.3,1.0,1.0,0.0,0.73981
0.9,0.8,0.2,1.0,0.8,0.05,0.4,0.2,0.0,0.4,0.41677
0.9,0.0,0.0,0.3,1.0,0.2,0.3,0.0,0.0,0.4,0.26347
0.9,0.0,1.0,1.0,1.0,1.0,0.2,0.0,1.0,1.0,0.7634900000000001
1.0,0.0,0.0,0.0,1.0,1.0,0.6,0.0,0.1,0.4,0.37029000000000006
0.9,0.8,1.0,0.0,0.6,0.2,0.0,0.0,0.1,0.4,0.42644000000000004
0.9,0.0,0.0,1.0,0.0,0.05,0.2,1.0,1.0,0.4,0.47653
1.0,0.8,0.2,1.0,0.0,0.6,0.3,0.0,0.0,0.4,0.4168200000000001
0.9,0.0,0.2,0.0,0.8,0.0,0.0,1.0,0.0,0.4,0.34981
0.9,1.0,1.0,1.0,0.0,0.2,0.2,1.0,0.1,1.0,0.6997
0.9,0.0,0.2,0.0,0.8,0.2,0.0,1.0,1.0,0.0,0.43647
0.9,1.0,0.0,0.0,1.0,0.05,0.2,0.0,0.1,0.0,0.24666000000000002
0.9,1.0,0.0,1.0,0.3,0.4,0.3,0.2,0.0,1.0,0.46675000000000005
0.9,1.0,0.2,1.0,0.3,0.2,0.8,1.0,1.0,0.0,0.59659
1.0,0.0,0.2,0.3,0.8,1.0,0.6,1.0,0.1,0.0,0.51353
0.9,0.8,0.0,1.0,1.0,0.6,0.3,1.0,0.0,0.0,0.53357
0.9,1.0,0.0,0.0,0.3,0.4,0.6,1.0,1.0,0.4,0.52309
0.9,0.0,0.2,1.0,0.6,0.05,0.3,0.2,0.0,0.0,0.30683
0.9,1.0,0.2,1.0,0.8,0.6,0.6,1.0,0.1,1.0,0.68674
0.9,1.0,0.2,1.0,1.0,0.4,0.3,0.0,1.0,0.4,0.56013
0.9,0.8,0.2,1.0,1.0,0.2,0.4,0.0,1.0,1.0,0.58337
1.0,0.0,1.0,0.3,0.6,1.0,0.05,0.2,1.0,0.4,0.6383099999999999
0.9,0.8,1.0,1.0,0.8,1.0,1.0,0.0,0.1,1.0,0.7402200000000001
0.9,1.0,0.2,0.3,0.8,0.0,0.2,0.0,1.0,1.0,0.47979000000000005
1.0,1.0,0.2,1.0,0.8,0.2,0.4,1.0,0.0,1.0,0.62662
0.9,0.0,0.0,0.0,0.3,0.2,0.0,1.0,1.0,0.0,0.36977000000000004
1.0,1.0,0.2,1.0,0.3,0.05,0.4,1.0,0.1,1.0,0.58317
0.9,0.8,1.0,0.0,0.8,0.2,0.2,0.0,1.0,1.0,0.59633
0.9,0.8,1.0,1.0,0.3,0.4,0.3,1.0,0.0,1.0,0.7264900000000001
